,season,week,season_type,neutral_site,conference_game,attendance,home_team,home_conference,home_division,home_points,away_team,away_conference,away_division,away_points
0,2022,6,regular,False,True,-1,Northern Iowa,MVFC,fcs,21,Illinois State,MVFC,fcs,23
0,2022,6,regular,False,True,-1,Incarnate Word,Southland,fcs,56,Lamar,Southland,fcs,17
0,2022,6,regular,False,True,-1,Southeastern Louisiana,Southland,fcs,28,Texas A&M-Commerce,Southland,fcs,31
0,2022,6,regular,False,False,-1,Central Arkansas,Atlantic Sun,fcs,49,Lindenwood,OVC,fcs,52
0,2022,6,regular,False,True,-1,Prairie View,SWAC,fcs,13,Southern,SWAC,fcs,45
0,2022,6,regular,False,True,-1,Missouri Western,Mid America,ii,18,Nebraska-Kearney,Mid America,ii,39
0,2022,6,regular,False,True,-1,Youngstown State,MVFC,fcs,30,North Dakota,MVFC,fcs,35
0,2022,6,regular,False,True,-1,UT San Antonio,Conference USA,fbs,31,Western Kentucky,Conference USA,fbs,28
0,2022,6,regular,False,False,-1,Tennessee State,OVC,fcs,41,Bethune-Cookman,SWAC,fcs,17
0,2022,6,regular,False,True,-1,Allen,SIAC,ii,41,Clark Atlanta,SIAC,ii,42
0,2022,6,regular,False,True,-1,Slippery Rock,Pennsylvania State Athletic,ii,31,Mercyhurst,Pennsylvania State Athletic,ii,17
0,2022,6,regular,False,True,-1,West Georgia,Gulf South,ii,28,West Florida,Gulf South,ii,42
0,2022,6,regular,True,False,-1,UFTL,,,0,Bluefield,Independent DII,ii,0
0,2022,6,regular,False,True,-1,Wingate,South Atlantic,ii,28,Catawba,South Atlantic,ii,0
0,2022,6,regular,False,True,-1,Montclair State,New Jersey,iii,22,Kean,New Jersey,iii,23
0,2022,6,regular,False,True,-1,Edward Waters,SIAC,ii,7,Albany State (GA),SIAC,ii,55
0,2022,6,regular,False,False,-1,Kennesaw State,Atlantic Sun,fcs,40,North Alabama,Atlantic Sun,fcs,34
0,2022,6,regular,False,True,-1,Tufts,NESCAC,iii,31,Bowdoin,NESCAC,iii,13
0,2022,6,regular,False,True,-1,Berry College,Southern Athletic,iii,34,Rhodes,Southern Athletic,iii,0
0,2022,6,regular,False,False,-1,Florida International,Conference USA,fbs,12,Connecticut,FBS Independents,fbs,33
0,2022,6,regular,False,True,-1,Houston Christian,Southland,fcs,17,Nicholls,Southland,fcs,19
0,2022,6,regular,False,True,-1,Oklahoma Baptist,Great American,ii,13,Arkansas Tech,Great American,ii,34
0,2022,6,regular,False,True,-1,Arkansas State,Sun Belt,fbs,20,James Madison,Sun Belt,fbs,42
0,2022,6,regular,False,True,-1,Louisiana Tech,Conference USA,fbs,41,UTEP,Conference USA,fbs,31
0,2022,6,regular,False,True,-1,New Mexico,Mountain West,fbs,14,Wyoming,Mountain West,fbs,27
0,2022,6,regular,False,True,-1,Utah State,Mountain West,fbs,34,Air Force,Mountain West,fbs,27
0,2022,6,regular,False,True,-1,Angelo State,Lone Star,ii,28,Eastern New Mexico,Lone Star,ii,9
0,2022,6,regular,False,True,-1,Mississippi Valley State,SWAC,fcs,7,Alcorn State,SWAC,fcs,30
0,2022,6,regular,False,True,-1,Stephen F. Austin,Western Athletic,fcs,41,Abilene Christian,Western Athletic,fcs,38
0,2022,6,regular,False,True,-1,Troy,Sun Belt,fbs,27,Southern Mississippi,Sun Belt,fbs,10
0,2022,6,regular,False,False,-1,University of Texas of the Permian Basin,Lone Star,ii,31,Simon Fraser,Lone Star,ii,24
0,2022,6,regular,False,True,-1,Texas State,Sun Belt,fbs,36,Appalachian State,Sun Belt,fbs,24
0,2022,6,regular,False,True,-1,Valdosta State,Gulf South,ii,31,West Alabama,Gulf South,ii,34
0,2022,6,regular,False,True,-1,Iowa State,Big 12,fbs,9,Kansas State,Big 12,fbs,10
0,2022,6,regular,False,True,-1,Kentucky,SEC,fbs,14,South Carolina,SEC,fbs,24
0,2022,6,regular,False,True,-1,USC,Pac-12,fbs,30,Washington State,Pac-12,fbs,14
0,2022,6,regular,True,True,-1,Notre Dame,FBS Independents,fbs,28,BYU,FBS Independents,fbs,20
0,2022,6,regular,False,True,-1,Illinois,Big Ten,fbs,9,Iowa,Big Ten,fbs,6
0,2022,6,regular,False,False,-1,Wake Forest,ACC,fbs,45,Army,FBS Independents,fbs,10
0,2022,6,regular,False,True,-1,Boston College,ACC,fbs,3,Clemson,ACC,fbs,31
0,2022,6,regular,False,True,-1,Texas A&M-Kingsville,Lone Star,ii,21,Western New Mexico,Lone Star,ii,17
0,2022,6,regular,False,True,-1,Fort Hays State,Mid America,ii,14,Washburn,Mid America,ii,45
0,2022,6,regular,True,True,-1,Morehouse,SIAC,ii,14,Tuskegee,SIAC,ii,31
0,2022,6,regular,False,True,-1,Louisiana Monroe,Sun Belt,fbs,21,Coastal Carolina,Sun Belt,fbs,28
0,2022,6,regular,False,True,-1,NC State,ACC,fbs,19,Florida State,ACC,fbs,17
0,2022,6,regular,False,True,-1,Alabama,SEC,fbs,24,Texas A&M,SEC,fbs,20
0,2022,6,regular,False,True,-1,Southern Utah,Western Athletic,fcs,40,Tarleton State,Western Athletic,fcs,42
0,2022,6,regular,False,True,-1,Weber State,Big Sky,fcs,45,Eastern Washington,Big Sky,fcs,21
0,2022,6,regular,False,True,-1,Midwestern State,Lone Star,ii,26,West Texas A&M,Lone Star,ii,38
0,2022,6,regular,False,True,-1,Central Washington,Lone Star,ii,14,Western Oregon,Lone Star,ii,16
0,2022,6,regular,False,True,-1,Sacramento State,Big Sky,fcs,55,Northern Colorado,Big Sky,fcs,7
0,2022,6,regular,False,True,-1,Arizona,Pac-12,fbs,22,Oregon,Pac-12,fbs,49
0,2022,6,regular,False,True,-1,Boise State,Mountain West,fbs,40,Fresno State,Mountain West,fbs,20
0,2022,6,regular,False,True,-1,Pomona-Pitzer,So. Cal.,iii,56,La Verne,So. Cal.,iii,7
0,2022,6,regular,False,True,-1,Cal Lutheran,So. Cal.,iii,14,Redlands,So. Cal.,iii,35
0,2022,6,regular,False,True,-1,San Diego State,Mountain West,fbs,16,Hawai'i,Mountain West,fbs,14
0,2022,6,regular,False,True,-1,Stanford,Pac-12,fbs,27,Oregon State,Pac-12,fbs,28
0,2022,6,regular,False,True,-1,Assumption,Northeast 10,ii,28,Franklin Pierce,Northeast 10,ii,14
0,2022,7,regular,False,True,-1,Marshall,Sun Belt,fbs,13,Louisiana,Sun Belt,fbs,23
0,2022,7,regular,False,True,-1,UNC Pembroke,Mountain East,ii,45,WV State,Mountain East,ii,24
0,2022,7,regular,False,True,-1,UCF,American Athletic,fbs,70,Temple,American Athletic,fbs,13
0,2022,7,regular,False,True,-1,West Virginia,Big 12,fbs,43,Baylor,Big 12,fbs,40
0,2022,7,regular,False,True,-1,Fairmont State,Mountain East,ii,24,West Liberty,Mountain East,ii,27
0,2022,7,regular,False,True,-1,North Carolina Central,MEAC,fcs,59,Morgan State,MEAC,fcs,20
0,2022,7,regular,False,True,-1,Dickinson,Centennial,iii,26,Moravian,Centennial,iii,7
0,2022,7,regular,False,True,-1,Princeton,Ivy,fcs,35,Brown,Ivy,fcs,19
0,2022,7,regular,False,True,-1,Johns Hopkins,Centennial,iii,34,Muhlenberg,Centennial,iii,27
0,2022,7,regular,False,True,-1,Ursinus,Centennial,iii,56,McDaniel College,Centennial,iii,17
0,2022,7,regular,True,False,-1,Hilbert College,North Coast,iii,0,Lincoln University (CA),,,70
0,2022,7,regular,False,True,-1,SMU,American Athletic,fbs,40,Navy,American Athletic,fbs,34
0,2022,7,regular,False,True,-1,UW-Whitewater,Wisconsin,iii,24,UW-Oshkosh,Wisconsin,iii,3
0,2022,7,regular,False,True,-1,Florida International,Conference USA,fbs,10,UT San Antonio,Conference USA,fbs,30
0,2022,7,regular,False,True,-1,Texas,Big 12,fbs,24,Iowa State,Big 12,fbs,21
0,2022,7,regular,False,True,-1,Oklahoma,Big 12,fbs,52,Kansas,Big 12,fbs,42
0,2022,7,regular,False,True,-1,Rensselaer,Liberty League,iii,16,Hobart,Liberty League,iii,13
0,2022,7,regular,False,True,-1,Akron,Mid-American,fbs,21,Central Michigan,Mid-American,fbs,28
0,2022,7,regular,False,True,-1,Bowling Green,Mid-American,fbs,17,Miami (OH),Mid-American,fbs,13
0,2022,7,regular,False,True,-1,Coastal Carolina,Sun Belt,fbs,21,Old Dominion,Sun Belt,fbs,49
0,2022,7,regular,False,True,-1,Kean,New Jersey,iii,13,Christopher Newport,New Jersey,iii,24
0,2022,7,regular,False,False,-1,Yale,Ivy,fcs,29,Bucknell,Patriot,fcs,9
0,2022,7,regular,False,False,-1,Army,FBS Independents,fbs,42,Colgate,Patriot,fcs,17
0,2022,7,regular,False,True,-1,Salve Regina,Commonwealth Coast,iii,28,Western New England,Commonwealth Coast,iii,25
0,2022,7,regular,False,True,-1,Marist,Pioneer,fcs,7,Dayton,Pioneer,fcs,24
0,2022,7,regular,False,True,-1,Walsh,Great Midwest Athletic,ii,15,Lake Erie College,Great Midwest Athletic,ii,22
0,2022,7,regular,False,True,-1,Bowie State,CIAA,ii,14,Virginia Union,CIAA,ii,41
0,2022,7,regular,False,True,-1,UVA-Wise,South Atlantic,ii,9,Tusculum,South Atlantic,ii,10
0,2022,7,regular,False,True,-1,Limestone,South Atlantic,ii,21,Wingate,South Atlantic,ii,28
0,2022,7,regular,False,True,-1,Shepherd,Pennsylvania State Athletic,ii,55,Millersville,Pennsylvania State Athletic,ii,17
0,2022,7,regular,False,True,-1,NC Wesleyan,USA South,iii,33,Methodist,USA South,iii,34
0,2022,7,regular,False,True,-1,Davenport,GLIAC,ii,47,Wayne State (MI),GLIAC,ii,43
0,2022,7,regular,False,True,-1,Edinboro,Pennsylvania State Athletic,ii,0,Indiana (PA),Pennsylvania State Athletic,ii,41
0,2022,7,regular,False,True,-1,Dean College,ECFC,iii,23,Gallaudet,ECFC,iii,26
0,2022,7,regular,False,True,-1,Ole Miss,SEC,fbs,48,Auburn,SEC,fbs,34
0,2022,7,regular,False,True,-1,MIT,NEWMAC,iii,0,Merchant Marine,NEWMAC,iii,17
0,2022,7,regular,False,True,-1,Rochester,Liberty League,iii,12,Buffalo State,Liberty League,iii,6
0,2022,7,regular,False,True,-1,Kenyon,North Coast,iii,41,Wooster,North Coast,iii,42
0,2022,7,regular,False,True,-1,Fitchburg State,MSCAC,iii,7,Plymouth State,MSCAC,iii,42
0,2022,7,regular,False,True,-1,Anna Maria College,ECFC,iii,39,Keystone,ECFC,iii,41
0,2022,7,regular,False,True,-1,College of New Jersey,New Jersey,iii,18,Montclair State,New Jersey,iii,15
0,2022,7,regular,False,True,-1,Gettysburg,Centennial,iii,7,Susquehanna,Centennial,iii,41
0,2022,7,regular,False,True,-1,Springfield,NEWMAC,iii,69,Norwich,NEWMAC,iii,20
0,2022,7,regular,False,True,-1,Wilkes,Mid Atlantic,iii,28,Misericordia,Mid Atlantic,iii,0
0,2022,7,regular,False,False,-1,Greensboro,USA South,iii,7,Belhaven College,USA South,iii,59
0,2022,7,regular,False,True,-1,Michigan,Big Ten,fbs,41,Penn State,Big Ten,fbs,17
0,2022,7,regular,False,True,-1,Illinois,Big Ten,fbs,26,Minnesota,Big Ten,fbs,14
0,2022,7,regular,False,True,-1,Castleton State College,ECFC,iii,36,SUNY Maritime,ECFC,iii,33
0,2022,7,regular,False,True,-1,Albright,Mid Atlantic,iii,21,King's College (PA),Mid Atlantic,iii,27
0,2022,7,regular,False,False,-1,Shorter,Gulf South,ii,26,West Florida,Gulf South,ii,50
0,2022,7,regular,False,True,-1,Lycoming,Mid Atlantic,iii,10,Stevenson,Mid Atlantic,iii,24
0,2022,7,regular,False,True,-1,Wisconsin-Eau Claire,Wisconsin,iii,21,Wisconsin-La Crosse,Wisconsin,iii,51
0,2022,7,regular,False,True,-1,Virginia Tech,ACC,fbs,14,Miami,ACC,fbs,20
0,2022,7,regular,False,False,-1,Cornell,Ivy,fcs,19,Lehigh,Patriot,fcs,15
0,2022,7,regular,False,True,-1,Martin Luther College,Upper Midwest,iii,34,Finlandia University,Upper Midwest,iii,0
0,2022,7,regular,False,True,-1,Chowan,CIAA,ii,43,Virginia State,CIAA,ii,40
0,2022,7,regular,False,True,-1,St. Augustine's,CIAA,ii,28,Johnson C Smith,CIAA,ii,25
0,2022,7,regular,False,True,-1,Crown College,Upper Midwest,iii,27,Minnesota-Morris,Upper Midwest,iii,0
0,2022,7,regular,False,True,-1,Michigan Tech,GLIAC,ii,21,Northern Michigan,GLIAC,ii,7
0,2022,7,regular,False,False,-1,New Haven,Northeast 10,ii,67,Post University,Independent DII,ii,20
0,2022,7,regular,False,True,-1,Randolph-Macon,Old Dominion,iii,44,Bridgewater (VA),Old Dominion,iii,7
0,2022,7,regular,False,True,-1,Pennsylvania,Ivy,fcs,34,Columbia,Ivy,fcs,14
0,2022,7,regular,False,True,-1,Wheeling Jesuit,Mountain East,ii,31,Frostburg State,Mountain East,ii,27
0,2022,7,regular,False,True,-1,Concord,Mountain East,ii,68,Charleston (WV),Mountain East,ii,60
0,2022,7,regular,False,True,-1,Assumption,Northeast 10,ii,3,Bentley,Northeast 10,ii,10
0,2022,7,regular,False,True,-1,North Greenville,Gulf South,ii,35,West Georgia,Gulf South,ii,38
0,2022,7,regular,False,True,-1,Monmouth (IL),Midwest,iii,64,Beloit College,Midwest,iii,0
0,2022,7,regular,False,True,-1,Widener,Mid Atlantic,iii,16,Alvernia University,Mid Atlantic,iii,19
0,2022,7,regular,False,True,-1,Southern Virginia,USA South,iii,7,Maryville TN,USA South,iii,45
0,2022,7,regular,False,True,-1,Sacred Heart,NEC,fcs,40,Stonehill,NEC,fcs,27
0,2022,7,regular,False,True,-1,Slippery Rock,Pennsylvania State Athletic,ii,40,Gannon,Pennsylvania State Athletic,ii,14
0,2022,7,regular,False,True,-1,WV Wesleyan,Mountain East,ii,9,Notre Dame College,Mountain East,ii,41
0,2022,7,regular,False,True,-1,Minnesota-Duluth,Northern Sun,ii,53,Concordia-St. Paul,Northern Sun,ii,7
0,2022,7,regular,False,True,-1,Shippensburg,Pennsylvania State Athletic,ii,10,Kutztown,Pennsylvania State Athletic,ii,29
0,2022,7,regular,False,True,-1,Minnesota St-Moorhead,Northern Sun,ii,7,Bemidji State,Northern Sun,ii,46
0,2022,7,regular,False,True,-1,Lock Haven,Pennsylvania State Athletic,ii,9,Bloomsburg,Pennsylvania State Athletic,ii,17
0,2022,7,regular,False,True,-1,Ferris State,GLIAC,ii,21,Grand Valley State,GLIAC,ii,22
0,2022,7,regular,False,False,-1,Northwood (MI),Great Midwest Athletic,ii,7,Hillsdale,Great Midwest Athletic,ii,41
0,2022,7,regular,False,True,-1,Olivet College,Michigan,iii,37,Trine,Michigan,iii,39
0,2022,7,regular,False,True,-1,SUNY Cortland,Empire 8,iii,69,Hartwick,Empire 8,iii,7
0,2022,7,regular,False,True,-1,Long Island University,NEC,fcs,7,St Francis (PA),NEC,fcs,57
0,2022,7,regular,False,True,-1,Lebanon Valley,Mid Atlantic,iii,10,Delaware Valley,Mid Atlantic,iii,34
0,2022,7,regular,False,True,-1,William Paterson,New Jersey,iii,9,Rowan,New Jersey,iii,14
0,2022,7,regular,False,True,-1,Middlebury,NESCAC,iii,21,Trinity (CT),NESCAC,iii,27
0,2022,7,regular,False,True,-1,Rhodes,Southern Athletic,iii,0,Trinity (TX),Southern Athletic,iii,45
0,2022,7,regular,False,True,-1,Juniata,Centennial,iii,13,Franklin & Marshall,Centennial,iii,38
0,2022,7,regular,False,True,-1,Alfred,Empire 8,iii,7,St. John Fisher,Empire 8,iii,21
0,2022,7,regular,False,True,-1,Elizabeth City State,CIAA,ii,21,Lincoln (PA),CIAA,ii,19
0,2022,7,regular,False,True,-1,Ithaca,Liberty League,iii,40,St Lawrence,Liberty League,iii,0
0,2022,7,regular,False,False,-1,Hampden-Sydney,Old Dominion,iii,37,Averett,Old Dominion,iii,26
0,2022,7,regular,False,True,-1,Rhode Island,CAA,fcs,17,Elon,CAA,fcs,10
0,2022,7,regular,False,True,-1,Wabash College,North Coast,iii,41,Ohio Wesleyan,North Coast,iii,24
0,2022,7,regular,False,True,-1,Bethany (WV),Presidents',iii,17,Waynesburg,Presidents',iii,34
0,2022,7,regular,False,True,-1,Davidson,Pioneer,fcs,28,Morehead State,Pioneer,fcs,26
0,2022,7,regular,False,True,-1,Alma College,Michigan,iii,28,Hope,Michigan,iii,26
0,2022,7,regular,False,True,-1,Maine,CAA,fcs,38,Monmouth,CAA,fcs,28
0,2022,7,regular,False,False,-1,North Carolina A&T,Big South,fcs,45,Edward Waters,SIAC,ii,7
0,2022,7,regular,False,True,-1,Kennesaw State,Atlantic Sun,fcs,24,Central Arkansas,Atlantic Sun,fcs,51
0,2022,7,regular,False,True,-1,Colby,NESCAC,iii,17,Amherst College,NESCAC,iii,12
0,2022,7,regular,False,False,-1,UMass,FBS Independents,fbs,7,Buffalo,Mid-American,fbs,34
0,2022,7,regular,False,True,-1,St. Vincent,Presidents',iii,41,Geneva College,Presidents',iii,25
0,2022,7,regular,False,True,-1,Curry,Commonwealth Coast,iii,26,Husson,Commonwealth Coast,iii,38
0,2022,7,regular,False,True,-1,Merrimack,NEC,fcs,54,Wagner,NEC,fcs,17
0,2022,7,regular,False,True,-1,Nichols,Commonwealth Coast,iii,12,University of New England,Commonwealth Coast,iii,31
0,2022,7,regular,False,True,-1,Campbell,Big South,fcs,41,Robert Morris,Big South,fcs,10
0,2022,7,regular,False,True,-1,Shenandoah,Old Dominion,iii,38,Guilford,Old Dominion,iii,35
0,2022,7,regular,False,True,-1,Washington & Jefferson,Presidents',iii,7,Carnegie Mellon,Presidents',iii,12
0,2022,7,regular,False,True,-1,Westminster PA,Presidents',iii,41,Thiel College,Presidents',iii,6
0,2022,7,regular,False,True,-1,Centre,Southern Athletic,iii,30,Berry College,Southern Athletic,iii,31
0,2022,7,regular,False,True,-1,Pace,Northeast 10,ii,45,American International,Northeast 10,ii,34
0,2022,7,regular,False,True,-1,Anderson (IN),Heartland,iii,3,Mount St. Joseph,Heartland,iii,59
0,2022,7,regular,False,False,-1,Dartmouth,Ivy,fcs,0,New Hampshire,CAA,fcs,14
0,2022,7,regular,False,True,-1,Bluffton,Heartland,iii,20,Rose-Hulman,Heartland,iii,48
0,2022,7,regular,False,True,-1,Williams,NESCAC,iii,13,Hamilton,NESCAC,iii,15
0,2022,7,regular,False,True,-1,Marietta,Ohio,iii,34,Wilmington (OH),Ohio,iii,0
0,2022,7,regular,False,True,-1,Franklin,Heartland,iii,48,Defiance,Heartland,iii,19
0,2022,7,regular,False,True,-1,Baldwin-Wallace,Ohio,iii,35,Muskingum,Ohio,iii,21
0,2022,7,regular,False,True,-1,Ohio Northern,Ohio,iii,7,John Carroll,Ohio,iii,24
0,2022,7,regular,False,True,-1,Capital,Ohio,iii,14,Mount Union,Ohio,iii,49
0,2022,7,regular,False,True,-1,Glenville State,Mountain East,ii,31,Alderson-Broaddus,Mountain East,ii,12
0,2022,7,regular,False,True,-1,Livingstone,CIAA,ii,7,Fayetteville State,CIAA,ii,44
0,2022,7,regular,False,True,-1,Winston-Salem,CIAA,ii,17,Shaw,CIAA,ii,10
0,2022,7,regular,False,True,-1,Coast Guard,NEWMAC,iii,17,Catholic University,NEWMAC,iii,24
0,2022,7,regular,False,False,-1,South Carolina State,MEAC,fcs,36,Virginia Lynchburg,,,0
0,2022,7,regular,False,True,-1,Chattanooga,Southern,fcs,41,VMI,Southern,fcs,13
0,2022,7,regular,False,True,-1,Wofford,Southern,fcs,31,The Citadel,Southern,fcs,16
0,2022,7,regular,False,True,-1,Manchester,Heartland,iii,20,Hanover,Heartland,iii,51
0,2022,7,regular,False,True,-1,Ouachita Baptist,Great American,ii,41,Arkansas-Monticello,Great American,ii,7
0,2022,7,regular,False,True,-1,South Dakota Mines,Rocky Mountain,ii,20,Colorado Mines,Rocky Mountain,ii,48
0,2022,7,regular,False,True,-1,Minnesota State,Northern Sun,ii,43,Upper Iowa,Northern Sun,ii,20
0,2022,7,regular,False,True,-1,Augustana (SD),Northern Sun,ii,31,Wayne State (NE),Northern Sun,ii,27
0,2022,7,regular,False,True,-1,Southwest Minnesota State,Northern Sun,ii,7,Winona State,Northern Sun,ii,43
0,2022,7,regular,False,True,-1,Western New Mexico,Lone Star,ii,13,Angelo State,Lone Star,ii,52
0,2022,7,regular,False,True,-1,Clark Atlanta,SIAC,ii,21,Savannah State,SIAC,ii,12
0,2022,7,regular,False,True,-1,Albany State (GA),SIAC,ii,20,Benedict College,SIAC,ii,24
0,2022,7,regular,False,True,-1,Fort Valley State,SIAC,ii,56,Morehouse,SIAC,ii,28
0,2022,7,regular,False,True,-1,Black Hills State,Rocky Mountain,ii,27,Western State,Rocky Mountain,ii,28
0,2022,7,regular,False,True,-1,Colorado,Pac-12,fbs,20,California,Pac-12,fbs,13
0,2022,7,regular,False,False,-1,Ball State,Mid-American,fbs,25,Connecticut,FBS Independents,fbs,21
0,2022,7,regular,False,True,-1,Furman,Southern,fcs,47,Western Carolina,Southern,fcs,40
0,2022,7,regular,False,True,-1,Youngstown State,MVFC,fcs,48,Indiana State,MVFC,fcs,42
0,2022,7,regular,False,True,-1,Valparaiso,Pioneer,fcs,25,Butler,Pioneer,fcs,26
0,2022,7,regular,False,True,-1,St. Thomas (MN),Pioneer,fcs,26,Drake,Pioneer,fcs,14
0,2022,7,regular,False,True,-1,Norfolk State,MEAC,fcs,7,Delaware State,MEAC,fcs,28
0,2022,7,regular,False,True,-1,Grambling,SWAC,fcs,16,Florida A&M,SWAC,fcs,20
0,2022,7,regular,False,True,-1,Hamline,Minnesota,iii,7,Gustavus Adolphus,Minnesota,iii,44
0,2022,7,regular,False,True,-1,Coe,American Rivers,iii,14,Dubuque,American Rivers,iii,15
0,2022,7,regular,False,True,-1,Ferrum,Old Dominion,iii,7,Washington & Lee,Old Dominion,iii,17
0,2022,7,regular,False,True,-1,North Central,CCIW,iii,65,Millikin,CCIW,iii,0
0,2022,7,regular,False,True,-1,Texas Lutheran,American Southwest,iii,16,Mary Hardin-Baylor,American Southwest,iii,45
0,2022,7,regular,False,True,-1,Carthage,CCIW,iii,24,Wheaton College (Ill),CCIW,iii,59
0,2022,7,regular,False,True,-1,Buena Vista,American Rivers,iii,27,Central,American Rivers,iii,52
0,2022,7,regular,False,True,-1,Austin College,American Southwest,iii,21,McMurry,American Southwest,iii,24
0,2022,7,regular,False,True,-1,Illinois College,Midwest,iii,57,Lawrence,Midwest,iii,0
0,2022,7,regular,False,True,-1,Lake Forest,Midwest,iii,14,Ripon,Midwest,iii,16
0,2022,7,regular,False,False,-1,Macalester,Minnesota,iii,21,Augsburg,Minnesota,iii,42
0,2022,7,regular,False,True,-1,St. Norbert,NACC,iii,21,Concordia (WI),NACC,iii,28
0,2022,7,regular,False,True,-1,Illinois Wesleyan,CCIW,iii,0,North Park,CCIW,iii,0
0,2022,7,regular,False,True,-1,Simpson College,American Rivers,iii,21,Loras College,American Rivers,iii,63
0,2022,7,regular,False,True,-1,Hardin-Simmons,American Southwest,iii,27,East Texas Baptist,American Southwest,iii,7
0,2022,7,regular,False,True,-1,Hendrix College,Southern Athletic,iii,48,Sewanee Univ. of the South,Southern Athletic,iii,21
0,2022,7,regular,False,True,-1,Carleton,Minnesota,iii,56,St. Scholastica,Minnesota,iii,20
0,2022,7,regular,False,True,-1,Huntingdon,USA South,iii,38,Brevard College,USA South,iii,14
0,2022,7,regular,False,True,-1,St. Olaf College,Minnesota,iii,10,St. Johns (MN),Minnesota,iii,49
0,2022,7,regular,False,True,-1,Knox College,Midwest,iii,28,Grinnell,Midwest,iii,7
0,2022,7,regular,False,True,-1,Chadron State,Rocky Mountain,ii,29,Adams State,Rocky Mountain,ii,27
0,2022,7,regular,False,True,-1,Wisconsin-Stevens Point,Wisconsin,iii,0,UW-Stout,Wisconsin,iii,55
0,2022,7,regular,False,True,-1,William Jewell College,Great Lakes,ii,14,Missouri S&T,Great Lakes,ii,41
0,2022,7,regular,False,True,-1,Wisconsin-Platteville,Wisconsin,iii,21,UW-River Falls,Wisconsin,iii,14
0,2022,7,regular,False,False,-1,Saginaw Valley,GLIAC,ii,38,Indianapolis,Great Lakes,ii,14
0,2022,7,regular,False,True,-1,Nebraska-Kearney,Mid America,ii,21,Emporia State,Mid America,ii,44
0,2022,7,regular,False,True,-1,Southern Connecticut State,Northeast 10,ii,37,Franklin Pierce,Northeast 10,ii,20
0,2022,7,regular,False,True,-1,Kentucky State,SIAC,ii,41,Allen,SIAC,ii,22
0,2022,7,regular,False,True,-1,Greenville,Upper Midwest,iii,52,Westminster,Upper Midwest,iii,0
0,2022,7,regular,False,True,-1,Bethel (MN),Minnesota,iii,45,Concordia (MN),Minnesota,iii,7
0,2022,7,regular,False,True,-1,East Stroudsburg,Pennsylvania State Athletic,ii,21,West Chester,Pennsylvania State Athletic,ii,24
0,2022,7,regular,False,True,-1,Northwest Missouri State,Mid America,ii,32,Washburn,Mid America,ii,30
0,2022,7,regular,False,True,-1,Worcester State College,MSCAC,iii,17,Mass Maritime,MSCAC,iii,25
0,2022,7,regular,False,True,-1,Wartburg,American Rivers,iii,65,Nebraska Wesleyan University,American Rivers,iii,0
0,2022,7,regular,False,True,-1,Central Missouri State,Mid America,ii,20,Missouri Southern State,Mid America,ii,17
0,2022,7,regular,False,False,-1,Mars Hill,South Atlantic,ii,49,Emory & Henry,South Atlantic,ii,14
0,2022,7,regular,False,True,-1,Valdosta State,Gulf South,ii,40,Mississippi College,Gulf South,ii,49
0,2022,7,regular,False,True,-1,Denison,North Coast,iii,41,Hiram,North Coast,iii,38
0,2022,7,regular,False,True,-1,Northwestern Oklahoma State,Great American,ii,7,Southeastern Oklahoma,Great American,ii,44
0,2022,7,regular,False,True,-1,Montana,Big Sky,fcs,23,Idaho,Big Sky,fcs,30
0,2022,7,regular,False,True,-1,Harding,Great American,ii,14,Henderson State,Great American,ii,15
0,2022,7,regular,False,True,-1,Central Oklahoma,Mid America,ii,35,Fort Hays State,Mid America,ii,23
0,2022,7,regular,False,True,-1,Arkansas Tech,Great American,ii,33,Southern Arkansas,Great American,ii,49
0,2022,7,regular,False,True,-1,Chicago,Midwest,iii,45,Cornell College (IA),Midwest,iii,7
0,2022,7,regular,False,True,-1,Howard Payne,American Southwest,iii,48,Southwestern University,American Southwest,iii,17
0,2022,7,regular,False,True,-1,Western Connecticut State,MSCAC,iii,21,Framingham State,MSCAC,iii,15
0,2022,7,regular,False,True,-1,Minot State,Northern Sun,ii,10,Northern State,Northern Sun,ii,38
0,2022,7,regular,False,True,-1,Alabama State,SWAC,fcs,24,Mississippi Valley State,SWAC,fcs,9
0,2022,7,regular,False,True,-1,Eastern Illinois,OVC,fcs,34,Lindenwood,OVC,fcs,37
0,2022,7,regular,False,True,-1,Idaho State,Big Sky,fcs,40,Cal Poly,Big Sky,fcs,31
0,2022,7,regular,False,True,-1,Northern Colorado,Big Sky,fcs,14,Montana State,Big Sky,fcs,37
0,2022,7,regular,False,True,-1,Southern Illinois,MVFC,fcs,30,Western Illinois,MVFC,fcs,7
0,2022,7,regular,False,True,-1,Illinois State,MVFC,fcs,12,South Dakota,MVFC,fcs,10
0,2022,7,regular,False,True,-1,University of Mary,Northern Sun,ii,27,Sioux Falls,Northern Sun,ii,41
0,2022,7,regular,False,True,-1,Lincoln (MO),Mid America,ii,10,Pittsburg State,Mid America,ii,49
0,2022,7,regular,False,True,-1,TCU,Big 12,fbs,43,Oklahoma State,Big 12,fbs,40
0,2022,7,regular,False,True,-1,Troy,Sun Belt,fbs,17,Texas State,Sun Belt,fbs,14
0,2022,7,regular,False,True,-1,Middle Tennessee,Conference USA,fbs,17,Western Kentucky,Conference USA,fbs,35
