,season,week,season_type,neutral_site,conference_game,attendance,home_team,home_conference,home_division,home_points,away_team,away_conference,away_division,away_points
0,2022,5,regular,False,True,-1,Marist,Pioneer,fcs,24,St. Thomas (MN),Pioneer,fcs,38
0,2022,5,regular,False,True,-1,Wisconsin,Big Ten,fbs,10,Illinois,Big Ten,fbs,34
0,2022,5,regular,False,True,-1,Minnesota,Big Ten,fbs,10,Purdue,Big Ten,fbs,20
0,2022,5,regular,False,False,-1,Campbell,Big South,fcs,48,North Carolina Central,MEAC,fcs,18
0,2022,5,regular,False,True,-1,Memphis,American Athletic,fbs,24,Temple,American Athletic,fbs,3
0,2022,5,regular,False,False,-1,Air Force,Mountain West,fbs,13,Navy,American Athletic,fbs,10
0,2022,5,regular,False,False,-1,Pace,Northeast 10,ii,45,Post University,Independent DII,ii,6
0,2022,5,regular,False,True,-1,Davenport,GLIAC,ii,52,Michigan Tech,GLIAC,ii,38
0,2022,5,regular,False,True,-1,Gannon,Pennsylvania State Athletic,ii,21,Seton Hill College,Pennsylvania State Athletic,ii,10
0,2022,5,regular,False,True,-1,Boston College,ACC,fbs,34,Louisville,ACC,fbs,33
0,2022,5,regular,False,True,-1,Nichols,Commonwealth Coast,iii,14,Western New England,Commonwealth Coast,iii,47
0,2022,5,regular,False,True,-1,Moravian,Centennial,iii,51,Juniata,Centennial,iii,7
0,2022,5,regular,False,False,-1,Findlay,Great Midwest Athletic,ii,7,Ferris State,GLIAC,ii,38
0,2022,5,regular,False,True,-1,St Francis (PA),NEC,fcs,39,Central Connecticut,NEC,fcs,13
0,2022,5,regular,False,True,-1,Wilkes,Mid Atlantic,iii,27,Albright,Mid Atlantic,iii,0
0,2022,5,regular,False,True,-1,Keystone,ECFC,iii,44,Gallaudet,ECFC,iii,52
0,2022,5,regular,False,True,-1,Ole Miss,SEC,fbs,22,Kentucky,SEC,fbs,19
0,2022,5,regular,False,True,-1,WV Wesleyan,Mountain East,ii,0,Wheeling Jesuit,Mountain East,ii,37
0,2022,5,regular,False,True,-1,Endicott College,Commonwealth Coast,iii,20,Husson,Commonwealth Coast,iii,0
0,2022,5,regular,False,True,-1,MIT,NEWMAC,iii,7,Catholic University,NEWMAC,iii,42
0,2022,5,regular,False,False,-1,Yale,Ivy,fcs,34,Howard,MEAC,fcs,26
0,2022,5,regular,False,True,-1,Iowa,Big Ten,fbs,14,Michigan,Big Ten,fbs,27
0,2022,5,regular,False,True,-1,Southern Connecticut State,Northeast 10,ii,14,Assumption,Northeast 10,ii,28
0,2022,5,regular,False,True,-1,Ohio Dominican,Great Midwest Athletic,ii,21,Walsh,Great Midwest Athletic,ii,0
0,2022,5,regular,False,True,-1,Carson-Newman,South Atlantic,ii,24,Newberry,South Atlantic,ii,14
0,2022,5,regular,False,False,-1,Bluefield,Independent DII,ii,22,Apprentice School,Independent DIII,iii,19
0,2022,5,regular,False,True,-1,Misericordia,Mid Atlantic,iii,14,FDU-Florham,Mid Atlantic,iii,28
0,2022,5,regular,False,True,-1,Glenville State,Mountain East,ii,35,West Liberty,Mountain East,ii,14
0,2022,5,regular,False,True,-1,Buena Vista,American Rivers,iii,16,Dubuque,American Rivers,iii,46
0,2022,5,regular,False,False,-1,Colgate,Patriot,fcs,31,Cornell,Ivy,fcs,34
0,2022,5,regular,False,True,-1,Shippensburg,Pennsylvania State Athletic,ii,13,Shepherd,Pennsylvania State Athletic,ii,30
0,2022,5,regular,True,True,-1,Franklin Pierce,Northeast 10,ii,0,Bentley,Northeast 10,ii,41
0,2022,5,regular,False,True,-1,UNC Pembroke,Mountain East,ii,10,Frostburg State,Mountain East,ii,9
0,2022,5,regular,False,True,-1,Minnesota-Duluth,Northern Sun,ii,36,Minnesota St-Moorhead,Northern Sun,ii,28
0,2022,5,regular,False,False,-1,Emory & Henry,South Atlantic,ii,38,Catawba,South Atlantic,ii,23
0,2022,5,regular,False,True,-1,University of New England,Commonwealth Coast,iii,37,Curry,Commonwealth Coast,iii,21
0,2022,5,regular,False,True,-1,Concordia-St. Paul,Northern Sun,ii,15,Minnesota State,Northern Sun,ii,25
0,2022,5,regular,False,True,-1,Lycoming,Mid Atlantic,iii,23,King's College (PA),Mid Atlantic,iii,28
0,2022,5,regular,False,True,-1,Hobart,Liberty League,iii,7,Ithaca,Liberty League,iii,31
0,2022,5,regular,False,True,-1,Illinois College,Midwest,iii,21,Ripon,Midwest,iii,23
0,2022,5,regular,False,True,-1,Grinnell,Midwest,iii,28,Beloit College,Midwest,iii,20
0,2022,5,regular,False,True,-1,Christopher Newport,New Jersey,iii,20,Rowan,New Jersey,iii,14
0,2022,5,regular,False,True,-1,Oberlin,North Coast,iii,7,Hiram,North Coast,iii,34
0,2022,5,regular,True,True,-1,Finlandia University,Upper Midwest,iii,0,Northwestern (MN),Upper Midwest,iii,30
0,2022,5,regular,False,True,-1,Greenville,Upper Midwest,iii,30,Martin Luther College,Upper Midwest,iii,27
0,2022,5,regular,False,True,-1,Westminster,Upper Midwest,iii,8,Minnesota-Morris,Upper Midwest,iii,28
0,2022,5,regular,False,True,-1,Shenandoah,Old Dominion,iii,20,Ferrum,Old Dominion,iii,0
0,2022,5,regular,False,True,-1,Utica,Empire 8,iii,57,Hartwick,Empire 8,iii,7
0,2022,5,regular,False,True,-1,Rochester,Liberty League,iii,3,Rensselaer,Liberty League,iii,31
0,2022,5,regular,False,True,-1,Maryville TN,USA South,iii,28,Huntingdon,USA South,iii,42
0,2022,5,regular,False,True,-1,Norwich,NEWMAC,iii,31,Coast Guard,NEWMAC,iii,23
0,2022,5,regular,False,True,-1,Randolph-Macon,Old Dominion,iii,48,Guilford,Old Dominion,iii,19
0,2022,5,regular,False,True,-1,SUNY Cortland,Empire 8,iii,28,Morrisville State,Empire 8,iii,7
0,2022,5,regular,False,True,-1,Hamilton,NESCAC,iii,14,Wesleyan,NESCAC,iii,49
0,2022,5,regular,False,True,-1,Salisbury,New Jersey,iii,30,Montclair State,New Jersey,iii,7
0,2022,5,regular,False,True,-1,Muhlenberg,Centennial,iii,56,Gettysburg,Centennial,iii,17
0,2022,5,regular,False,True,-1,Kean,New Jersey,iii,15,William Paterson,New Jersey,iii,22
0,2022,5,regular,False,True,-1,Union,Liberty League,iii,45,Buffalo State,Liberty League,iii,0
0,2022,5,regular,False,True,-1,Kalamazoo,Michigan,iii,6,Albion,Michigan,iii,48
0,2022,5,regular,False,False,-1,Methodist,USA South,iii,27,Belhaven College,USA South,iii,34
0,2022,5,regular,False,True,-1,Hendrix College,Southern Athletic,iii,7,Trinity (TX),Southern Athletic,iii,28
0,2022,5,regular,False,True,-1,Davidson,Pioneer,fcs,31,Butler,Pioneer,fcs,0
0,2022,5,regular,False,True,-1,McDaniel College,Centennial,iii,21,Dickinson,Centennial,iii,13
0,2022,5,regular,False,True,-1,Amherst College,NESCAC,iii,3,Trinity (CT),NESCAC,iii,20
0,2022,5,regular,False,True,-1,Wooster,North Coast,iii,7,Ohio Wesleyan,North Coast,iii,35
0,2022,5,regular,False,True,-1,Wittenberg,North Coast,iii,35,Wabash College,North Coast,iii,42
0,2022,5,regular,False,True,-1,Fordham,Patriot,fcs,59,Georgetown,Patriot,fcs,38
0,2022,5,regular,False,True,-1,Bowdoin,NESCAC,iii,10,Middlebury,NESCAC,iii,20
0,2022,5,regular,False,True,-1,Mars Hill,South Atlantic,ii,14,Limestone,South Atlantic,ii,17
0,2022,5,regular,False,True,-1,Concord,Mountain East,ii,9,Fairmont State,Mountain East,ii,10
0,2022,5,regular,False,True,-1,Trine,Michigan,iii,21,Alma College,Michigan,iii,40
0,2022,5,regular,False,True,-1,Virginia Union,CIAA,ii,69,St. Augustine's,CIAA,ii,0
0,2022,5,regular,False,True,-1,Lock Haven,Pennsylvania State Athletic,ii,12,Millersville,Pennsylvania State Athletic,ii,42
0,2022,5,regular,False,True,-1,Franklin & Marshall,Centennial,iii,26,Johns Hopkins,Centennial,iii,43
0,2022,5,regular,False,True,-1,Columbia,Ivy,fcs,6,Princeton,Ivy,fcs,24
0,2022,5,regular,False,True,-1,Wartburg,American Rivers,iii,42,Loras College,American Rivers,iii,3
0,2022,5,regular,False,False,-1,Harvard,Ivy,fcs,21,Holy Cross,Patriot,fcs,30
0,2022,5,regular,True,True,-1,Nebraska Wesleyan University,American Rivers,iii,0,Central,American Rivers,iii,58
0,2022,5,regular,False,True,-1,North Dakota,MVFC,fcs,48,Missouri State,MVFC,fcs,31
0,2022,5,regular,False,True,-1,Morehead State,Pioneer,fcs,14,Presbyterian College,Pioneer,fcs,10
0,2022,5,regular,False,True,-1,Johnson C Smith,CIAA,ii,49,Elizabeth City State,CIAA,ii,14
0,2022,5,regular,False,True,-1,Simpson College,American Rivers,iii,23,Luther,American Rivers,iii,33
0,2022,5,regular,False,True,-1,Maine,CAA,fcs,20,Villanova,CAA,fcs,45
0,2022,5,regular,False,True,-1,Dayton,Pioneer,fcs,27,Drake,Pioneer,fcs,14
0,2022,5,regular,False,True,-1,Merrimack,NEC,fcs,24,Long Island University,NEC,fcs,23
0,2022,5,regular,False,False,-1,Sacred Heart,NEC,fcs,31,Norfolk State,MEAC,fcs,14
0,2022,5,regular,False,True,-1,East Stroudsburg,Pennsylvania State Athletic,ii,20,Kutztown,Pennsylvania State Athletic,ii,24
0,2022,5,regular,False,True,-1,Winston-Salem,CIAA,ii,0,Lincoln (PA),CIAA,ii,0
0,2022,5,regular,False,True,-1,Heidelberg,Ohio,iii,42,Muskingum,Ohio,iii,21
0,2022,5,regular,False,True,-1,Anna Maria College,ECFC,iii,25,Alfred State College,ECFC,iii,30
0,2022,5,regular,False,True,-1,Bluffton,Heartland,iii,27,Franklin,Heartland,iii,37
0,2022,5,regular,False,True,-1,Defiance,Heartland,iii,20,Hanover,Heartland,iii,37
0,2022,5,regular,False,True,-1,Williams,NESCAC,iii,28,Tufts,NESCAC,iii,35
0,2022,5,regular,False,True,-1,Susquehanna,Centennial,iii,17,Ursinus,Centennial,iii,12
0,2022,5,regular,False,True,-1,George Fox University,Northwest,iii,12,Pacific Lutheran,Northwest,iii,13
0,2022,5,regular,False,True,-1,Wofford,Southern,fcs,7,Mercer,Southern,fcs,42
0,2022,5,regular,False,True,-1,Manchester,Heartland,iii,20,Mount St. Joseph,Heartland,iii,55
0,2022,5,regular,False,True,-1,Alvernia University,Mid Atlantic,iii,6,Lebanon Valley,Mid Atlantic,iii,32
0,2022,5,regular,False,True,-1,James Madison,Sun Belt,fbs,40,Texas State,Sun Belt,fbs,13
0,2022,5,regular,False,True,-1,Anderson (IN),Heartland,iii,7,Rose-Hulman,Heartland,iii,45
0,2022,5,regular,False,True,-1,Wilmington (OH),Ohio,iii,0,John Carroll,Ohio,iii,59
0,2022,5,regular,False,True,-1,Ohio Northern,Ohio,iii,0,Mount Union,Ohio,iii,45
0,2022,5,regular,False,True,-1,Elon,CAA,fcs,30,Richmond,CAA,fcs,27
0,2022,5,regular,False,True,-1,St. Scholastica,Minnesota,iii,43,Hamline,Minnesota,iii,42
0,2022,5,regular,False,True,-1,Rockford,NACC,iii,21,Concordia (WI),NACC,iii,42
0,2022,5,regular,False,True,-1,Sewanee Univ. of the South,Southern Athletic,iii,27,Millsaps,Southern Athletic,iii,30
0,2022,5,regular,False,True,-1,Grove City College,Presidents',iii,14,Case Western Reserve,Presidents',iii,13
0,2022,5,regular,False,True,-1,Sul Ross State,American Southwest,iii,42,Howard Payne,American Southwest,iii,56
0,2022,5,regular,False,True,-1,Elmhurst,CCIW,iii,21,Carthage,CCIW,iii,57
0,2022,5,regular,False,True,-1,Bridgewater (VA),Old Dominion,iii,27,Hampden-Sydney,Old Dominion,iii,17
0,2022,5,regular,False,True,-1,Knox College,Midwest,iii,14,Chicago,Midwest,iii,50
0,2022,5,regular,False,True,-1,Gustavus Adolphus,Minnesota,iii,27,Bethel (MN),Minnesota,iii,30
0,2022,5,regular,False,True,-1,Cornell College (IA),Midwest,iii,10,Lake Forest,Midwest,iii,41
0,2022,5,regular,False,True,-1,St. Olaf College,Minnesota,iii,41,Augsburg,Minnesota,iii,36
0,2022,5,regular,False,True,-1,Otterbein,Ohio,iii,35,Capital,Ohio,iii,28
0,2022,5,regular,False,False,-1,Washington & Jefferson,Presidents',iii,66,Allegheny,Presidents',iii,14
0,2022,5,regular,False,True,-1,Aurora,NACC,iii,62,Wisconsin Lutheran,NACC,iii,17
0,2022,5,regular,False,True,-1,Concordia (IL),NACC,iii,13,Eureka College,NACC,iii,27
0,2022,5,regular,False,True,-1,Rhodes,Southern Athletic,iii,7,Centre,Southern Athletic,iii,21
0,2022,5,regular,False,True,-1,Brevard College,USA South,iii,31,Greensboro,USA South,iii,13
0,2022,5,regular,False,True,-1,Wisconsin-La Crosse,Wisconsin,iii,31,UW-Whitewater,Wisconsin,iii,34
0,2022,5,regular,False,True,-1,Illinois Wesleyan,CCIW,iii,38,Millikin,CCIW,iii,24
0,2022,5,regular,False,True,-1,UW-River Falls,Wisconsin,iii,56,Wisconsin-Stevens Point,Wisconsin,iii,3
0,2022,5,regular,False,True,-1,North Park,CCIW,iii,21,Washington (MO),CCIW,iii,56
0,2022,5,regular,False,True,-1,North Dakota State,MVFC,fcs,27,Youngstown State,MVFC,fcs,14
0,2022,5,regular,True,False,-1,Tennessee State,OVC,fcs,27,Lane,SIAC,ii,28
0,2022,5,regular,False,True,-1,Ball State,Mid-American,fbs,44,Northern Illinois,Mid-American,fbs,38
0,2022,5,regular,False,True,-1,Jacksonville State,Atlantic Sun,fcs,35,Kennesaw State,Atlantic Sun,fcs,28
0,2022,5,regular,False,True,-1,Furman,Southern,fcs,27,Samford,Southern,fcs,34
0,2022,5,regular,False,True,-1,Lindenwood,OVC,fcs,28,Southeast Missouri State,OVC,fcs,49
0,2022,5,regular,False,True,-1,UW-Oshkosh,Wisconsin,iii,46,Wisconsin-Platteville,Wisconsin,iii,7
0,2022,5,regular,False,True,-1,Indiana (PA),Pennsylvania State Athletic,ii,20,Slippery Rock,Pennsylvania State Athletic,ii,12
0,2022,5,regular,False,True,-1,Fort Valley State,SIAC,ii,13,Benedict College,SIAC,ii,45
0,2022,5,regular,False,True,-1,Albany State (GA),SIAC,ii,20,Miles,SIAC,ii,3
0,2022,5,regular,False,True,-1,Utah,Pac-12,fbs,42,Oregon State,Pac-12,fbs,16
0,2022,5,regular,False,False,-1,Carleton,Minnesota,iii,56,Macalester,Minnesota,iii,27
0,2022,5,regular,False,False,-1,Eastern Michigan,Mid-American,fbs,20,UMass,FBS Independents,fbs,13
0,2022,5,regular,False,True,-1,Clarion,Pennsylvania State Athletic,ii,14,California (PA),Pennsylvania State Athletic,ii,59
0,2022,5,regular,False,True,-1,Augustana (SD),Northern Sun,ii,24,Sioux Falls,Northern Sun,ii,31
0,2022,5,regular,False,False,-1,Erskine,South Atlantic,ii,7,Wingate,South Atlantic,ii,31
0,2022,5,regular,False,True,-1,Mercyhurst,Pennsylvania State Athletic,ii,13,Edinboro,Pennsylvania State Athletic,ii,16
