,team,opp,target,spread,team_label,opp_label,home_win_pct_week_minus_one,away_win_pct_week_minus_one,win_pct_week_minus_one,spread_week_minus_one,team_conf_label_week_minus_one,team_conf_week_minus_one,opp_conf_week_minus_one,away_conf_label_week_minus_one,opp_home_win_pct_week_minus_one,opp_away_win_pct_week_minus_one,opp_home_win_pct_one,home_wins_week_minus_one,away_wins_week_minus_one,points_against_week_minus_one,points_for_week_minus_one,total_wins_week_minus_one,total_week_minus_one,home_points_week_minus_one,away_points_week_minus_one,home_win_week_minus_one,away_win_week_minus_one,home_win_pct_week_minus_two,away_win_pct_week_minus_two,win_pct_week_minus_two,spread_week_minus_two,team_conf_label_week_minus_two,team_conf_week_minus_two,opp_conf_week_minus_two,away_conf_label_week_minus_two,opp_home_win_pct_week_minus_two,opp_away_win_pct_week_minus_two,opp_home_win_pct_two,home_wins_week_minus_two,away_wins_week_minus_two,points_against_week_minus_two,points_for_week_minus_two,total_wins_week_minus_two,total_week_minus_two,home_points_week_minus_two,away_points_week_minus_two,home_win_week_minus_two,away_win_week_minus_two,home_win_pct_week_minus_three,away_win_pct_week_minus_three,win_pct_week_minus_three,spread_week_minus_three,team_conf_label_week_minus_three,team_conf_week_minus_three,opp_conf_week_minus_three,away_conf_label_week_minus_three,opp_home_win_pct_week_minus_three,opp_away_win_pct_week_minus_three,opp_home_win_pct_three,home_win_pct_week_minus_four,away_win_pct_week_minus_four,win_pct_week_minus_four,spread_week_minus_four,team_conf_label_week_minus_four,team_conf_week_minus_four,opp_conf_week_minus_four,away_conf_label_week_minus_four,opp_home_win_pct_week_minus_four,opp_away_win_pct_week_minus_four,opp_home_win_pct_four,home_wins_week_minus_four,away_wins_week_minus_four,points_against_week_minus_four,points_for_week_minus_four,total_wins_week_minus_four,total_week_minus_four,home_points_week_minus_four,away_points_week_minus_four,home_win_week_minus_four,away_win_week_minus_four,home_win_pct_week_minus_five,away_win_pct_week_minus_five,win_pct_week_minus_five,spread_week_minus_five,team_conf_label_week_minus_five,team_conf_week_minus_five,opp_conf_week_minus_five,away_conf_label_week_minus_five,home_wins_week_minus_five,away_wins_week_minus_five,points_against_week_minus_five,points_for_week_minus_five,total_wins_week_minus_five,total_week_minus_five,home_points_week_minus_five,away_points_week_minus_five,home_win_week_minus_five,away_win_week_minus_five,opp_home_win_pct_week_minus_five,opp_away_win_pct_week_minus_five,opp_home_win_pct_five
232,Stetson,Drake,0,-7.0,251,411,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,0.0,0.75,-14.0,51,Pioneer,Pioneer,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,0.0,12.0,51,Pioneer,Pioneer,51,2,0.0,0.0,0.0,2,0.0,38.0,26.0,1,0,0.0,0.0,0.0
233,Stonehill,Merrimack,0,-7.0,377,111,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.2,1.0,1.0,1.0,4.0,17,NEC,NEC,17,0.0,0.0,0.0,1,1.0,30.0,109.0,2,2.0,24.0,20.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.6666666666666666
234,Sul Ross State,McMurry,1,6.0,574,214,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,1.0,0.8,1.0,0.3333333333333333,0.5,-14.0,53,American Southwest,American Southwest,53,0.0,0.0,0.0,1,1.0,118.0,104.0,2,4.0,42.0,56.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
235,Susquehanna,Johns Hopkins,1,2.0,394,554,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,48,Centennial,Centennial,48,0.5,0.5,0.5,2,2.0,55.0,166.0,4,4.0,17.0,12.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
236,Syracuse,Notre Dame,0,-17.0,311,428,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,15.0,6,ACC,ACC,6,0.0,0.0,0.0,4,1.0,70.0,192.0,5,5.0,24.0,9.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,59.0,6,ACC,NEC,17,0.0,0.0,0.0,3,1.0,70.0,133.0,4,4.0,59.0,0.0,1,0,1.0,1.0,1.0,2.0,6,ACC,ACC,6,2,1.0,50.0,111.0,3,3.0,22.0,20.0,1,0,1.0,1.0,1.0
237,Tarleton State,Sam Houston State,0,-19.0,86,481,1.0,0.5,0.6666666666666666,14.0,37,Western Athletic,Great Lakes,32,0.5,0.0,0.16666666666666666,2,2.0,187.0,196.0,4,6.0,24.0,10.0,1,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.3333333333333333,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
238,Tennessee,Kentucky,1,38.0,43,283,1.0,1.0,1.0,41.0,28,SEC,OVC,35,0.0,0.0,0.0,4,2.0,138.0,286.0,6,6.0,65.0,24.0,1,0,1.0,1.0,1.0,3.0,28,SEC,SEC,28,0.0,0.0,0.0,3,2.0,89.0,234.0,5,5.0,52.0,49.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,5.0,28,SEC,SEC,28,2,1.0,43.0,156.0,3,3.0,38.0,33.0,1,0,0.0,0.0,0.0
239,Texas A&M,Ole Miss,0,-3.0,131,231,0.0,0.0,0.0,0.0,0,,,0,0.75,0.6666666666666666,0.7142857142857143,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,0.0,2.0,28,SEC,SEC,28,2,0.0,0.0,0.0,2,0.0,23.0,21.0,1,0,0.0,0.0,0.0
240,Texas A&M-Commerce,Incarnate Word,0,-28.0,71,289,1.0,0.5,0.6666666666666666,28.0,36,Southland,Southland,36,0.0,0.0,0.0,2,2.0,106.0,228.0,4,6.0,31.0,3.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.2,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
241,Texas Lutheran,East Texas Baptist,0,-3.0,196,667,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.6666666666666666,0.4,-29.0,53,American Southwest,American Southwest,53,0.5,1.0,0.8,0,2.0,171.0,155.0,2,5.0,16.0,45.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-14.0,53,American Southwest,American Southwest,53,0,0.0,111.0,59.0,0,2.0,14.0,28.0,0,1,0.0,1.0,0.6666666666666666
242,Texas Tech,Baylor,0,-28.0,312,284,1.0,0.0,0.5,38.0,29,Big 12,Big 12,29,0.0,0.0,0.0,3,0.0,179.0,206.0,3,6.0,48.0,10.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.6666666666666666,3.0,29,Big 12,Big 12,29,2,0.0,67.0,110.0,2,3.0,37.0,34.0,1,0,1.0,1.0,1.0
243,The Citadel,Samford,0,-35.0,436,34,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.5,0.42857142857142855,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.25,-11.0,8,Southern,Southern,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6666666666666666,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
244,Thiel College,Washington & Jefferson,0,-55.0,384,174,0.0,0.25,0.16666666666666666,-26.0,49,Presidents',Presidents',49,0.0,0.0,0.0,0,1.0,187.0,67.0,1,6.0,8.0,34.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-29.0,49,Presidents',Presidents',49,0,0.0,85.0,28.0,0,3.0,6.0,35.0,0,1,0.0,0.0,0.0
245,Tiffin,Northwood (MI),1,45.0,374,189,0.0,0.0,0.0,0.0,0,,,0,0.0,0.5,0.2857142857142857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.2,0.5,0.5,0.5,25.0,18,Great Midwest Athletic,Great Midwest Athletic,18,1.0,1.0,1.0,1,1.0,58.0,107.0,2,4.0,52.0,27.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0
246,Trinity (CT),Bowdoin,1,35.0,631,540,1.0,1.0,1.0,19.0,71,NESCAC,NESCAC,71,0.0,0.0,0.0,2,3.0,54.0,137.0,5,5.0,32.0,13.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,45.0,71,NESCAC,NESCAC,71,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
247,Tufts,Hamilton,1,36.0,568,628,0.5,0.6666666666666666,0.6,-3.0,71,NESCAC,NESCAC,71,0.0,0.0,0.0,1,2.0,100.0,146.0,3,5.0,17.0,20.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.6666666666666666,18.0,71,NESCAC,NESCAC,71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
248,Tulsa,SMU,0,-11.0,497,505,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,1.0,0.75,1.0,0.0,0.5,-10.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,2,0.0,127.0,156.0,2,4.0,21.0,31.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
249,Tusculum,Erskine,1,35.0,27,172,0.6666666666666666,1.0,0.8571428571428571,26.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,2,4.0,106.0,211.0,6,7.0,35.0,9.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.8,28.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0
250,UC Davis,Cal Poly,1,42.0,620,448,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.2,29.0,39,Big Sky,Big Sky,39,0.0,0.0,0.0,1,0.0,129.0,114.0,1,5.0,56.0,27.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,-5.0,39,Big Sky,Big Sky,39,1,0.0,71.0,78.0,1,3.0,12.0,17.0,0,1,0.0,0.0,0.0
251,UCF,Cincinnati,1,4.0,45,432,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.3333333333333333,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,1.0,0.8,57.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,3,1.0,73.0,178.0,4,5.0,70.0,13.0,1,0,0.6666666666666666,1.0,0.75,22.0,30,American Athletic,American Athletic,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666,17.0,30,American Athletic,ACC,6,1,1.0,44.0,110.0,2,3.0,27.0,10.0,1,0,0.0,0.0,0.0
252,UCLA,Stanford,1,25.0,217,313,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.5,0.6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,10.0,40,Pac-12,Pac-12,40,0.0,0.0,0.0,1.0,1.0,1.0,8.0,40,Pac-12,Pac-12,40,1.0,0.5,0.75,3,1.0,72.0,167.0,4,4.0,40.0,32.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0
253,UMass,New Mexico State,0,-10.0,593,14,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.16666666666666666,-27.0,9,FBS Independents,Mid-American,13,0.0,0.0,0.0,1,0.0,190.0,77.0,1,6.0,7.0,34.0,0,1,1.0,0.0,0.2,-18.0,9,FBS Independents,FBS Independents,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
254,UMass Dartmouth,Bridgewater State,1,41.0,137,129,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.6666666666666666,0.8333333333333334,27.0,45,MSCAC,MSCAC,45,0.0,0.0,0.0,3,2.0,153.0,246.0,5,6.0,34.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.5,0.75,27.0,45,MSCAC,MSCAC,45,0.0,0.0,0.0,2,1.0,118.0,170.0,3,4.0,48.0,21.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
255,UNC Pembroke,West Liberty,1,21.0,343,329,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.25,0.5,21.0,24,Mountain East,Mountain East,24,0.5,0.5,0.5,2,1.0,136.0,130.0,3,6.0,45.0,24.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,24,Mountain East,Mountain East,24,1.0,0.3333333333333333,0.5,1,0.0,111.0,103.0,1,4.0,10.0,9.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
256,UTEP,Middle Tennessee,0,-11.0,13,614,0.6666666666666666,0.25,0.42857142857142855,3.0,1,Conference USA,Conference USA,1,0.0,0.0,0.0,2,1.0,202.0,155.0,3,7.0,24.0,21.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.25,17.0,1,Conference USA,Mountain West,5,1,0.0,116.0,56.0,1,4.0,27.0,10.0,1,0,1.0,0.0,0.6666666666666666
257,UVA-Wise,Mars Hill,0,-4.0,31,553,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,0.0,0.16666666666666666,-1.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,1,0.0,201.0,115.0,1,6.0,9.0,10.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.5,0.4,0.5,0.0,0.25,-32.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,1,0.0,125.0,91.0,1,4.0,10.0,42.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
258,UW-Oshkosh,Wisconsin-La Crosse,0,-3.0,208,240,1.0,0.25,0.5,5.0,63,Wisconsin,Wisconsin,63,0.0,0.0,0.0,2,1.0,101.0,176.0,3,6.0,19.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,1.0,0.5,0.6666666666666666,39.0,63,Wisconsin,Wisconsin,63,0.0,0.0,0.0,1,1.0,43.0,103.0,2,3.0,46.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
259,UW-Stout,Wisconsin-Platteville,1,2.0,635,426,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.75,-21.0,63,Wisconsin,Wisconsin,63,0.5,0.0,0.25,1.0,0.5,0.6666666666666666,44.0,63,Wisconsin,Wisconsin,63,1.0,0.5,0.6666666666666666,1,1.0,58.0,94.0,2,3.0,73.0,29.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
260,UW-Whitewater,UW-River Falls,1,3.0,362,613,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.75,0.8,21.0,63,Wisconsin,Wisconsin,63,0.5,0.3333333333333333,0.4,1,3.0,106.0,134.0,4,5.0,24.0,3.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
261,University of New England,Salve Regina,1,18.0,391,116,0.6666666666666666,0.6666666666666666,0.6666666666666666,-43.0,42,Commonwealth Coast,Commonwealth Coast,42,0.0,0.0,0.0,2,2.0,131.0,168.0,4,6.0,0.0,43.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0.5,1.0,0.6666666666666666,16.0,42,Commonwealth Coast,Commonwealth Coast,42,0.0,0.0,0.0,1,1.0,67.0,86.0,2,3.0,37.0,21.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
262,VMI,Mercer,0,-41.0,397,10,0.3333333333333333,0.0,0.16666666666666666,-38.0,8,Southern,Southern,8,1.0,0.6666666666666666,0.8333333333333334,1,0.0,209.0,107.0,1,6.0,3.0,41.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.25,-23.0,8,Southern,Southern,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333
263,Villanova,Hampton,1,14.0,96,250,0.5,0.5,0.5,2.0,23,CAA,CAA,23,0.0,0.0,0.0,1,2.0,176.0,190.0,3,6.0,31.0,29.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666,-7.0,23,CAA,CAA,23,1,1.0,87.0,93.0,2,3.0,42.0,49.0,0,1,1.0,1.0,1.0
264,Virginia,Miami,0,-2.0,148,225,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.4,-17.0,6,ACC,ACC,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
265,Virginia Union,Chowan,0,-5.0,39,22,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.5,0.5714285714285714,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,49.0,16,CIAA,CIAA,16,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,69.0,16,CIAA,CIAA,16,0.3333333333333333,1.0,0.5,2,2.0,74.0,195.0,4,4.0,69.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
266,WV Wesleyan,Charleston (WV),0,-44.0,571,547,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-32.0,24,Mountain East,Mountain East,24,0.5,1.0,0.8333333333333334,0,0.0,262.0,100.0,0,6.0,9.0,41.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,24,Mountain East,Mountain East,24,1.0,0.5,0.75,0,0.0,179.0,79.0,0,4.0,0.0,37.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
267,Wabash College,Hiram,1,36.0,167,355,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,1.0,0.6,17.0,52,North Coast,North Coast,52,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,2.0,198.0,196.0,3,5.0,41.0,24.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666,-3.0,52,North Coast,North Coast,52,1,1.0,118.0,112.0,2,3.0,42.0,45.0,0,1,0.0,0.0,0.0
